Word,Plays,AvgScorePerPlay,AvgScorePerGame,WinRate
RIZ,320367,36.84,0.23736068,0.4945
DAH,333188,35.38,0.23710258,0.5001
EAUX,308170,38.15,0.23646670,0.4967
QAIDS,249388,47.09,0.23622560,0.5204
FOU,424484,27.65,0.23607181,0.4740
AWL,348216,33.68,0.23589969,0.4896
ZITI,293575,39.86,0.23534177,0.4783
EVOE,410981,28.45,0.23516159,0.4642
HAO,399733,29.24,0.23509452,0.4777
SOX,253243,46.05,0.23457168,0.5364
BAE,367463,31.71,0.23435672,0.4843
PAW,345451,33.69,0.23411079,0.4944
PET,338590,34.32,0.23370972,0.4914
LOY,347323,33.41,0.23340944,0.4949
GEEZ,247340,46.85,0.23307967,0.5297
DAN,349477,33.12,0.23280257,0.4873
NAH,344432,33.55,0.23245560,0.4897
JEDI,294213,39.26,0.23232685,0.4947
JEEZ,210596,54.74,0.23187896,0.5566
OUP,380527,30.20,0.23114326,0.4814
DAL,342924,33.51,0.23110176,0.4885
QUEY,277984,41.30,0.23093894,0.5075
EWK,307236,37.33,0.23067575,0.5144
SHA,269558,42.51,0.23045613,0.5141
MID,330566,34.63,0.23026688,0.4967
TAV,427288,26.79,0.23025237,0.4760
GREX,308131,37.12,0.23002993,0.4985
IDS,242059,47.23,0.22994815,0.5307
ZOEAE,246657,46.29,0.22966849,0.5207
DOO,413546,27.56,0.22922134,0.4695
BEG,404485,28.16,0.22906236,0.4787
ODEA,443685,25.67,0.22905371,0.4462
ZAGS,222808,50.94,0.22830698,0.5383
QUAD,286048,39.58,0.22775136,0.5014
ADZE,259482,43.61,0.22758379,0.5042
ERN,365122,30.98,0.22749624,0.4781
OWIE,456710,24.76,0.22747081,0.4390
OWL,346459,32.56,0.22686955,0.4858
RYU,335669,33.56,0.22659976,0.4861
LAD,330415,34.07,0.22643183,0.4914
JUD,355437,31.64,0.22620509,0.4962
END,334407,33.59,0.22594484,0.4947
GUE,373676,30.04,0.22578885,0.4810
LAW,349249,32.12,0.22561481,0.4869
KON,325856,34.42,0.22561286,0.4920
FIVE,396484,28.16,0.22453840,0.4591
QUIZ,218182,51.16,0.22451130,0.5379
JOTA,295841,37.72,0.22448055,0.4944
JAIL,312338,35.71,0.22434852,0.4885
LAT,328206,33.84,0.22338716,0.4876
GOA,384478,28.88,0.22333533,0.4744
WIG,456463,24.30,0.22313216,0.4654
ETAERIO,170789,64.94,0.22308781,0.5427
LOU,420581,26.24,0.22194502,0.4735
MED,318796,34.59,0.22178934,0.4989
HAG,332891,33.09,0.22158147,0.4943
LAZO,297010,37.01,0.22107948,0.4973
DUX,311250,35.26,0.22074340,0.5122
JOLE,288962,37.88,0.22015799,0.4925
HOY,304371,35.92,0.21988686,0.5058
NAY,319288,34.23,0.21984178,0.4979
JUG,319886,34.16,0.21976100,0.5043
FID,352143,31.00,0.21956491,0.4905
MAW,327616,33.30,0.21942520,0.4944
FOO,400704,27.22,0.21935311,0.4704
HAD,303455,35.92,0.21926445,0.5003
COX,284475,38.23,0.21877299,0.5036
LOO,388069,27.99,0.21849198,0.4781
YOB,322457,33.61,0.21797148,0.4998
DAB,325805,33.26,0.21795398,0.4930
ITS,226942,47.73,0.21786252,0.5331
KAI,331056,32.70,0.21774588,0.4841
ZATI,228543,47.32,0.21754388,0.5098
HOD,303371,35.63,0.21742096,0.5011
BOH,327091,33.03,0.21729284,0.4958
ECH,286066,37.75,0.21721598,0.4971
MOI,357766,30.11,0.21668475,0.4773
PEL,320365,33.61,0.21657324,0.4896
DAD,318669,33.79,0.21655725,0.4931
GUT,349637,30.75,0.21627709,0.4846
YUP,311098,34.56,0.21623720,0.4997
ISH,305056,35.11,0.21541274,0.4914
TOP,316310,33.80,0.21507191,0.4862
BOD,330375,32.32,0.21474735,0.4915
MEH,299174,35.65,0.21449782,0.5024
HAN,310965,34.23,0.21412770,0.4894
GOB,355643,29.93,0.21406457,0.4858
NAN,359313,29.61,0.21396482,0.4744
ADD,309588,34.34,0.21382304,0.4942
BENJ,302407,35.13,0.21368228,0.4936
QUEP,275420,38.57,0.21367732,0.4964
UMU,418759,25.36,0.21361577,0.4675
HON,313266,33.90,0.21360778,0.4904
NAB,337139,31.50,0.21357813,0.4842
DON,321832,32.93,0.21316524,0.4882
BOR,305985,34.58,0.21283670,0.4920
QUAY,249976,42.28,0.21257707,0.5132
NOB,337496,31.31,0.21256327,0.4853
DAY,297869,35.46,0.21246994,0.5021
VIEW,334998,31.38,0.21143308,0.4697
JOWL,297284,35.33,0.21127874,0.4915
MEN,316625,33.13,0.21097329,0.4865
OOP,364215,28.78,0.21081095,0.4706
EON,363587,28.82,0.21078911,0.4710
WUD,435323,24.05,0.21061131,0.4717
YOK,280774,37.25,0.21034701,0.5151
YUM,312246,33.46,0.21015818,0.4997
BIZE,248160,42.08,0.21005878,0.5007
ROK,305655,34.16,0.21004100,0.4812
NUN,368838,28.31,0.21003810,0.4746
ENG,346780,30.07,0.20974257,0.4821
ATT,315642,32.97,0.20928832,0.4797
VAN,390346,26.65,0.20920569,0.4747
OIL,368463,28.22,0.20913286,0.4720
BON,326311,31.86,0.20907857,0.4846
JUTE,278268,37.30,0.20878624,0.4907
AQUAE,262183,39.59,0.20875916,0.4860
YAH,280458,36.95,0.20841017,0.5093
MET,306274,33.81,0.20827551,0.4904
SOZ,204282,50.65,0.20812588,0.5550
SIF,256243,40.26,0.20752492,0.5152
VAT,385108,26.76,0.20724825,0.4739
ALU,381285,27.01,0.20710422,0.4737
AJAR,282562,36.44,0.20707825,0.4918
GHI,336840,30.56,0.20705621,0.4863
GIP,332221,30.91,0.20654487,0.4845
KIR,301830,33.97,0.20622575,0.4799
FON,345940,29.58,0.20585555,0.4878
WAG,336315,30.42,0.20581054,0.4880
RES,245062,41.74,0.20575349,0.5104
JEED,255356,40.00,0.20543101,0.5057
PIA,333072,30.60,0.20502521,0.4761
INS,218679,46.60,0.20494798,0.5302
TAG,320589,31.78,0.20494484,0.4848
TUX,298104,34.16,0.20482357,0.4927
TAY,297751,34.19,0.20474310,0.4932
PAR,282428,35.99,0.20445000,0.4912
HEY,282411,35.96,0.20425761,0.5066
KAW,277476,36.60,0.20424920,0.5074
HIOI,439025,23.13,0.20422607,0.4365
KAT,288549,35.15,0.20398561,0.4900
UTU,494876,20.47,0.20372029,0.4504
RAI,323857,31.27,0.20367387,0.4783
IBEX,236626,42.79,0.20364052,0.5137
YAY,310399,32.61,0.20359862,0.4974
WYE,291678,34.69,0.20353347,0.5042
NAG,314981,32.12,0.20351165,0.4864
JAGA,267652,37.78,0.20338714,0.4977
ELD,288691,35.02,0.20335241,0.5006
ORT,300382,33.66,0.20334897,0.4811
VUG,434662,23.25,0.20328585,0.4701
ZOOT,241713,41.81,0.20324711,0.5016
HOO,332335,30.34,0.20277975,0.4775
PIR,295612,34.08,0.20264848,0.4836
YGO,301047,33.47,0.20263825,0.5075
VEE,382881,26.30,0.20254297,0.4743
IFF,285864,35.18,0.20228798,0.5043
NYM,284296,35.27,0.20167469,0.5013
JIBE,260654,38.39,0.20127938,0.4918
KOA,307819,32.51,0.20126149,0.4849
BIG,353443,28.27,0.20095387,0.4787
FIB,378023,26.42,0.20086075,0.4761
POD,289741,34.45,0.20078009,0.4938
GOT,320525,31.14,0.20073594,0.4795
SJOE,195588,50.99,0.20061214,0.5358
BAH,297082,33.55,0.20047058,0.4979
QUOP,270666,36.80,0.20035519,0.4950
ART,287008,34.53,0.19934752,0.4822
YIN,339237,29.20,0.19921379,0.4765
YOWE,257357,38.39,0.19874139,0.5001
JEON,253293,38.91,0.19825011,0.4949
LOT,299174,32.87,0.19778369,0.4830
GJU,342158,28.73,0.19774564,0.4929
CAZ,213054,46.12,0.19765631,0.5357
YOM,278232,35.28,0.19743011,0.5030
UFO,398535,24.58,0.19704910,0.4630
SAX,215830,45.29,0.19661593,0.5293
QIBLA,259006,37.68,0.19630046,0.4826
DOD,300491,32.47,0.19626778,0.4885
JAWS,201837,48.34,0.19625243,0.5297
HAT,273820,35.61,0.19615105,0.4928
WAE,325720,29.94,0.19614768,0.4820
MOE,297783,32.75,0.19614572,0.4882
ROE,303096,32.14,0.19595895,0.4825
PAD,280493,34.68,0.19566078,0.4957
HEM,270205,35.99,0.19561365,0.5014
KAF,273142,35.60,0.19558905,0.5095
JUVE,295810,32.85,0.19546797,0.4878
AGIO,411516,23.61,0.19542135,0.4424
BAD,292701,33.16,0.19522288,0.4947
MUX,249282,38.92,0.19514894,0.5257
ASH,260888,37.14,0.19491405,0.5018
ZETA,190484,50.83,0.19473424,0.5276
OIS,250438,38.65,0.19466939,0.5066
TAB,300719,32.06,0.19392077,0.4829
KYU,294859,32.63,0.19352045,0.4934
SEX,208415,46.15,0.19345112,0.5285
VAR,341606,28.15,0.19344623,0.4806
IVY,381272,25.19,0.19317039,0.4782
VEG,420294,22.77,0.19247624,0.4712
VIM,385383,24.82,0.19240353,0.4693
BAA,312288,30.62,0.19236149,0.4842
URN,299111,31.93,0.19212095,0.4812
LEW,324884,29.37,0.19191195,0.4742
SKI,192148,49.64,0.19185164,0.5390
RID,312533,30.51,0.19180369,0.4783
TOM,288283,33.00,0.19133693,0.4875
FIN,316972,30.01,0.19130256,0.4854
ELF,290672,32.69,0.19113099,0.4993
ODD,299562,31.71,0.19108332,0.4896
FIT,313865,30.24,0.19091183,0.4884
LAH,283893,33.42,0.19084535,0.4945
NUG,311496,30.43,0.19064192,0.4843
TAN,270677,34.98,0.19045842,0.4888
PEG,333488,28.39,0.19044082,0.4790
HUI,435686,21.73,0.19040669,0.4462
OPT,276875,34.10,0.18990628,0.4832
AUA,644257,14.65,0.18986213,0.4278
BAR,270927,34.83,0.18979639,0.4918
HAY,256528,36.76,0.18967915,0.5113
GIB,317703,29.65,0.18948698,0.4822
BEY,269678,34.87,0.18912884,0.5034
GER,318512,29.48,0.18885183,0.4835
EQUID,218169,43.03,0.18883155,0.5000
GUN,296323,31.68,0.18881158,0.4852
TRANQS,177946,52.61,0.18831533,0.5362
DOP,277213,33.75,0.18816842,0.4912
ARY,255504,36.55,0.18784525,0.5096
JANE,235005,39.73,0.18781170,0.4940
AIR,301253,30.99,0.18777180,0.4719
ZINE,204778,45.50,0.18741594,0.4963
NOT,287760,32.33,0.18712003,0.4854
VUM,388983,23.91,0.18710687,0.4770
INK,244917,37.92,0.18678157,0.5133
ZEES,181256,51.22,0.18674678,0.5323
DOB,286029,32.42,0.18650700,0.4911
TAT,278197,33.29,0.18626286,0.4855
JEEP,230603,40.14,0.18615973,0.5033
MEL,278773,33.20,0.18615722,0.4916
ICH,281557,32.86,0.18607912,0.4794
RIN,366007,25.24,0.18582544,0.4651
ZORI,204515,45.14,0.18567489,0.5035
UGH,259716,35.51,0.18550770,0.5059
JEAT,224379,41.01,0.18506673,0.4926
LAV,324825,28.30,0.18488532,0.4801
ERF,273496,33.43,0.18387631,0.4964
JATO,233021,39.12,0.18333447,0.4986
AUE,581089,15.69,0.18332789,0.4275
LOP,276990,32.89,0.18321724,0.4892
HOB,269374,33.81,0.18318810,0.4976
SIX,210914,43.12,0.18294438,0.5270
LAG,285089,31.87,0.18275609,0.4857
DIG,326977,27.79,0.18273753,0.4782
IDEE,304461,29.83,0.18269213,0.4580
QUIM,233367,38.91,0.18265231,0.4919
PIU,413449,21.96,0.18258486,0.4529
VOG,378701,23.90,0.18204183,0.4698
SHO,229293,39.44,0.18187953,0.5099
ZOON,216207,41.78,0.18170106,0.5027
PAN,264951,34.07,0.18159140,0.4867
ZAIRE,182910,49.35,0.18154749,0.5110
GUP,301934,29.89,0.18152460,0.4867
EWER,248883,36.21,0.18127284,0.4796
HEH,255339,35.24,0.18098328,0.5000
WAW,302111,29.73,0.18066291,0.4830
NEB,292405,30.69,0.18049643,0.4844
QUOIF,215822,41.54,0.18031798,0.5036
NOM,275469,32.53,0.18026234,0.4875
MIR,263151,34.05,0.18022543,0.4793
BOK,260096,34.41,0.18003827,0.5013
AXEL,240045,37.26,0.17990232,0.4922
JUDO,246405,36.26,0.17972812,0.5008
BAN,276755,32.25,0.17950156,0.4879
ORF,270340,33.01,0.17947722,0.4940
EEK,259557,34.37,0.17941975,0.4968
OUD,301328,29.59,0.17936150,0.4789
EAS,210508,42.36,0.17935521,0.5140
VAE,331183,26.91,0.17927439,0.4746
COZ,197365,45.04,0.17881666,0.5332
ZERO,178780,49.70,0.17871342,0.5234
OOM,307712,28.85,0.17858638,0.4752
BAG,295611,30.00,0.17839344,0.4890
MAE,257539,34.41,0.17824643,0.4955
TEG,310376,28.52,0.17807549,0.4774
RIT,321253,27.53,0.17790810,0.4745
FES,217120,40.72,0.17780914,0.5189
QUID,239504,36.85,0.17752469,0.4768
WOS,207072,42.59,0.17739385,0.5232
CUZ,228325,38.61,0.17729439,0.5208
WAD,272487,32.29,0.17699944,0.4926
MYC,244291,36.02,0.17697234,0.4963
LAY,255615,34.39,0.17679659,0.4990
ILEX,215241,40.83,0.17677903,0.4941
JIRD,261567,33.58,0.17666712,0.4784
WAQFS,168888,52.00,0.17664063,0.5402
BOY,260055,33.67,0.17613173,0.5007
FUJI,268661,32.56,0.17596235,0.4891
ROW,273946,31.92,0.17589044,0.4797
OIK,264432,33.06,0.17586142,0.4903
LOB,281718,31.03,0.17584474,0.4851
PAT,251536,34.67,0.17543273,0.4907
JADE,206050,42.23,0.17503327,0.5096
RHO,255488,34.02,0.17483436,0.4872
OHIA,321212,27.06,0.17483310,0.4489
TOT,278596,31.00,0.17373665,0.4816
VEGO,301481,28.64,0.17365244,0.4715
ERG,284554,30.34,0.17362810,0.4802
REC,253914,33.97,0.17348014,0.4866
POO,301793,28.57,0.17342505,0.4729
ZOAEA,190885,45.16,0.17338935,0.5138
JINX,201059,42.84,0.17326645,0.5212
TEC,268069,32.11,0.17315884,0.4814
NEP,259173,33.21,0.17313652,0.4917
OWED,244589,35.15,0.17291792,0.4893
VIG,402373,21.28,0.17219438,0.4664
PIG,293704,29.14,0.17215367,0.4782
OVUM,275650,31.00,0.17185197,0.4843
RAW,262143,32.59,0.17183847,0.4783
DEG,298225,28.64,0.17176668,0.4809
NEG,286762,29.75,0.17159463,0.4797
OGEE,399981,21.32,0.17153795,0.4355
QUOAD,202080,42.19,0.17147025,0.5077
TIG,307498,27.72,0.17142686,0.4735
DOM,259952,32.78,0.17136964,0.4904
WAIF,254647,33.25,0.17028003,0.4832
NYS,181081,46.73,0.17018326,0.5288
HOAX,179492,47.05,0.16987613,0.5394
LIG,301107,28.04,0.16982393,0.4802
GRIZ,203516,41.43,0.16957828,0.5008
ZENS,169896,49.59,0.16946979,0.5290
URD,253447,33.22,0.16935007,0.4941
BAP,282674,29.76,0.16917763,0.4830
TES,202747,41.42,0.16892808,0.5120
YUS,190508,44.05,0.16877359,0.5282
ORD,244962,34.25,0.16872966,0.4927
DEY,239314,35.03,0.16863780,0.5053
FIE,344518,24.27,0.16816557,0.4476
OOT,306913,27.20,0.16790020,0.4617
KOP,234592,35.57,0.16782763,0.5031
DIP,262482,31.78,0.16776594,0.4846
MOR,236046,35.20,0.16711526,0.4950
AAS,202083,41.07,0.16695322,0.5121
FUN,304699,27.23,0.16690449,0.4822
EEEW,280447,29.56,0.16674231,0.4609
BAT,249699,33.18,0.16663388,0.4896
HIP,247467,33.41,0.16627652,0.4822
JIVED,212880,38.82,0.16621424,0.5015
QUERN,209291,39.39,0.16583248,0.4834
OAT,324519,25.37,0.16561073,0.4685
HUIA,293688,28.02,0.16549996,0.4552
ZEST,135535,60.70,0.16546333,0.5646
ARF,246142,33.38,0.16527849,0.4955
GEM,291594,28.15,0.16509587,0.4791
HOA,258266,31.78,0.16507447,0.4836
FUB,320754,25.58,0.16505732,0.4793
AVO,360270,22.78,0.16504386,0.4644
REG,262559,31.21,0.16482347,0.4844
ARD,233957,35.02,0.16478089,0.4959
QUAT,205114,39.92,0.16468688,0.4891
UGS,168131,48.65,0.16451617,0.5347
BAY,238689,34.22,0.16427243,0.5027
JOIN,227263,35.83,0.16379747,0.4834
DIB,267497,30.43,0.16373580,0.4860
ACH,225383,36.08,0.16355501,0.4962
WAY,240208,33.83,0.16345772,0.4981
FUG,300286,27.06,0.16342438,0.4897
COW,259750,31.22,0.16309557,0.4849
AWED,221169,36.63,0.16297218,0.4921
JAVA,229778,35.23,0.16283814,0.4987
RAD,242884,33.31,0.16274927,0.4825
PAL,239320,33.80,0.16267960,0.4920
GED,278679,29.00,0.16254427,0.4790
HYE,217206,37.18,0.16241595,0.5085
OAR,315277,25.61,0.16238151,0.4716
ZOOEA,190147,42.41,0.16220626,0.5024
JEER,212098,38.01,0.16215797,0.4802
FOR,252858,31.86,0.16206209,0.4948
EFF,237249,33.96,0.16205368,0.5024
RITZ,192430,41.87,0.16203898,0.4902
CEE,301681,26.70,0.16203891,0.4674
MOD,236371,34.04,0.16183794,0.4951
LAB,253438,31.70,0.16160707,0.4890
ORG,266837,30.02,0.16109998,0.4769
OOZE,220464,36.33,0.16109423,0.4894
ROD,242793,32.97,0.16098815,0.4823
HOG,264197,30.25,0.16076686,0.4857
KAB,227831,35.01,0.16044365,0.5048
AVID,215194,37.07,0.16043625,0.4981
NID,268892,29.66,0.16041977,0.4789
QUOTE,191800,41.57,0.16035909,0.4912
RONZ,194440,40.94,0.16010419,0.5008
GEE,330069,24.12,0.16010121,0.4651
WAR,249728,31.85,0.15997192,0.4923
BOO,281702,28.23,0.15996186,0.4754
JEEL,217988,36.45,0.15983345,0.4893
TAXI,216369,36.60,0.15928264,0.4799
HOWE,207061,38.24,0.15927767,0.4959
OUZO,240961,32.85,0.15920456,0.4830
BAL,244706,32.34,0.15917682,0.4906
MUN,248286,31.87,0.15916662,0.4851
POH,223533,35.38,0.15908405,0.5016
QUAIR,187078,42.18,0.15873389,0.4918
CAW,247923,31.75,0.15834919,0.4858
TOG,281270,27.98,0.15830844,0.4748
ABYE,223173,35.26,0.15829165,0.4873
NEK,216884,36.27,0.15823384,0.5017
DAM,231470,33.99,0.15823280,0.4963
GUY,259437,30.30,0.15809741,0.4951
OUS,207919,37.80,0.15808782,0.5054
OUK,257653,30.48,0.15797677,0.4862
POA,257251,30.42,0.15741895,0.4756
SWIZ,150825,51.83,0.15723248,0.5382
ELL,254070,30.73,0.15704268,0.4822
PAVE,196503,39.71,0.15696202,0.5002
ADS,160544,48.56,0.15679864,0.5334
VIBE,284372,27.32,0.15626084,0.4593
JOWS,163731,47.44,0.15622946,0.5279
ABS,153093,50.72,0.15617545,0.5402
MOU,277331,27.99,0.15613734,0.4744
SEZ,159734,48.56,0.15602836,0.5394
JEUX,170317,45.54,0.15601738,0.5405
QUEEN,189753,40.85,0.15591691,0.4866
TIL,248799,31.13,0.15576336,0.4836
ANOA,414349,18.68,0.15570877,0.4240
MUT,230827,33.53,0.15569039,0.4884
ZEPS,150119,51.55,0.15566840,0.5373
JOES,159938,48.36,0.15557566,0.5275
QUOTA,182842,42.30,0.15556534,0.4969
KOB,223023,34.67,0.15552417,0.5037
ANT,234464,32.92,0.15526450,0.4835
ZONE,158683,48.58,0.15505761,0.5193
MAD,222285,34.66,0.15498645,0.4969
MAA,236813,32.52,0.15489294,0.4887
TIVY,241216,31.86,0.15456355,0.4766
ZELS,152823,50.20,0.15430909,0.5331
PHI,233860,32.79,0.15422186,0.4919
GIS,188960,40.56,0.15417437,0.5176
LIP,234554,32.65,0.15405274,0.4881
ZOWIE,157409,48.65,0.15403754,0.5318
MAR,213876,35.79,0.15397536,0.4954
REB,235183,32.52,0.15381134,0.4926
LIB,253425,30.13,0.15356951,0.4866
TAO,282307,27.03,0.15347379,0.4732
NERTZ,166198,45.90,0.15342306,0.5007
HEP,219472,34.70,0.15318286,0.4923
VIAE,305554,24.88,0.15291366,0.4395
JEAN,188259,40.38,0.15288731,0.4986
YODE,211327,35.95,0.15282135,0.4873
QUEAN,176101,43.10,0.15265899,0.4930
WIFE,228164,33.26,0.15264282,0.4757
OCH,229613,33.02,0.15251001,0.4928
ALT,226094,33.51,0.15238951,0.4839
SAZ,151534,49.88,0.15202368,0.5460
TIC,236616,31.94,0.15201559,0.4809
FOG,281815,26.76,0.15166288,0.4858
WHA,218420,34.52,0.15164160,0.5034
JAKE,181765,41.48,0.15163325,0.4987
OBIA,284426,26.44,0.15127909,0.4500
ZARF,158346,47.42,0.15102977,0.5306
OUIJA,261086,28.74,0.15093705,0.4593
DOT,234838,31.95,0.15089787,0.4782
AUF,311656,24.02,0.15055732,0.4620
UVAE,279840,26.74,0.15048220,0.4626
MOY,212821,35.11,0.15029773,0.5031
TOEA,349048,21.41,0.15029677,0.4202
QUINO,186393,40.08,0.15025575,0.4847
FAWN,222089,33.63,0.15024825,0.4877
YAM,208482,35.78,0.15002762,0.5030
OYER,206737,36.07,0.14998559,0.4824
PAH,208553,35.75,0.14996479,0.5017
OFF,219343,33.97,0.14988751,0.5005
HIM,218753,33.95,0.14939575,0.4923
IOTA,376476,19.73,0.14937712,0.4106
QUIT,205006,36.21,0.14931459,0.4678
TWP,305553,24.27,0.14918258,0.4780
ZEDS,142439,51.86,0.14856788,0.5373
DIM,229612,32.14,0.14841552,0.4874
FADO,225168,32.73,0.14824027,0.4876
PREZ,156125,47.14,0.14803056,0.5261
VROW,264750,27.74,0.14770942,0.4674
WHO,216270,33.95,0.14767970,0.5029
RYE,212241,34.56,0.14753934,0.4919
TIP,223578,32.76,0.14730860,0.4854
YEP,208304,35.15,0.14728301,0.4970
KIP,211856,34.52,0.14710221,0.4926
FAIX,159395,45.87,0.14706142,0.5315
TIK,208815,34.99,0.14696242,0.4957
JIVY,197775,36.94,0.14693824,0.5102
TEXT,207752,35.16,0.14693456,0.4830
TYE,214504,34.05,0.14690248,0.4898
YOUR,188458,38.75,0.14689087,0.4940
REP,204399,35.72,0.14686653,0.4973
GEL,262339,27.81,0.14674835,0.4809
UVA,374079,19.47,0.14651963,0.4608
AND,226336,32.18,0.14651778,0.4882
GET,277976,26.20,0.14648218,0.4761
LIS,179886,40.45,0.14636781,0.5179
PAY,203785,35.71,0.14636717,0.5057
JIVER,188523,38.59,0.14632803,0.4882
ZEAS,138256,52.58,0.14623023,0.5387
JOGS,150762,48.13,0.14595363,0.5330
ZAPS,141415,51.28,0.14585795,0.5409
JEWIE,184694,39.25,0.14580119,0.4908
MON,218761,33.09,0.14559800,0.4912
ZARI,153053,47.28,0.14556073,0.5061
AWK,188080,38.43,0.14537511,0.5181
KAY,191935,37.61,0.14518430,0.5132
SIT,183441,39.33,0.14511923,0.5091
DZOS,163061,44.21,0.14500623,0.5183
WAN,228500,31.51,0.14480933,0.4889
MIG,250719,28.63,0.14440324,0.4790
SIN,185240,38.73,0.14429717,0.5052
GIG,258745,27.71,0.14421388,0.4733
QUIN,195435,36.68,0.14418422,0.4711
GAB,254580,28.14,0.14410020,0.4800
JAFA,183385,39.06,0.14408161,0.5126
MIB,240206,29.82,0.14406601,0.4834
TIS,171001,41.88,0.14405547,0.5180
RAH,219957,32.54,0.14398364,0.4805
DEP,211589,33.83,0.14396548,0.4922
FAVA,251843,28.42,0.14394484,0.4800
FIQUE,180841,39.50,0.14368081,0.4819
FRIZ,155140,46.02,0.14360874,0.5227
NAM,214182,33.33,0.14357967,0.4907
ZIGS,134122,53.19,0.14348375,0.5401
RAG,210367,33.90,0.14342707,0.4852
MOB,225135,31.66,0.14337663,0.4912
JARL,218812,32.55,0.14326558,0.4803
OBOE,270297,26.35,0.14324536,0.4516
FIQHS,139712,50.91,0.14305676,0.5356
DOG,264962,26.83,0.14298662,0.4761
AIYEE,277823,25.46,0.14227700,0.4324
PYA,199519,35.42,0.14215101,0.5015
ODAH,194995,36.20,0.14197057,0.4984
QUOIT,183502,38.45,0.14193255,0.4778
ROJI,230741,30.57,0.14188601,0.4632
NIXE,172124,40.98,0.14188213,0.4959
FIXT,183568,38.40,0.14178170,0.5012
LOG,248725,28.26,0.14139185,0.4787
MZEE,167092,42.06,0.14134296,0.5175
JEST,150666,46.63,0.14132506,0.5105
AGEE,262871,26.70,0.14119025,0.4496
DEB,218291,32.15,0.14117221,0.4894
YONI,234044,29.95,0.14098107,0.4535
DIS,164317,42.65,0.14097162,0.5226
FUR,235391,29.75,0.14086714,0.4909
IDEA,237566,29.46,0.14075990,0.4567
WOOF,212701,32.85,0.14054701,0.4904
NIT,271331,25.73,0.14041293,0.4738
GOJI,217950,32.03,0.14041050,0.4832
HOP,195211,35.76,0.14040531,0.5004
BES,171508,40.69,0.14037001,0.5154
LED,226030,30.86,0.14028849,0.4831
FEME,192971,36.11,0.14016972,0.4908
JUS,186873,37.26,0.14006161,0.5131
ROQUE,208786,33.33,0.13995967,0.4546
JILT,229715,30.26,0.13982318,0.4684
ONIE,344421,20.13,0.13943074,0.4157
XENIA,150168,46.10,0.13923978,0.5048
YETI,213659,32.39,0.13917618,0.4545
GOAF,217163,31.84,0.13905686,0.4841
OWER,189604,36.45,0.13901124,0.4775
HUE,286857,24.09,0.13900770,0.4565
ZANY,135591,50.91,0.13883126,0.5512
BAO,245843,28.08,0.13882945,0.4758
ALF,212715,32.39,0.13856711,0.4967
YES,163404,42.14,0.13849788,0.5214
WAT,216929,31.72,0.13840565,0.4906
ENS,156116,44.03,0.13825418,0.5244
ATONIES,93105,73.75,0.13810767,0.5620
DAK,193163,35.50,0.13791884,0.5073
VLY,284008,24.14,0.13789557,0.4885
JOLT,209791,32.67,0.13787855,0.4778
KHI,186327,36.79,0.13787234,0.5111
ERASION,92595,73.98,0.13778100,0.5741
DYE,196792,34.73,0.13745829,0.4998
HES,160947,42.46,0.13743911,0.5220
VITEX,162125,42.14,0.13742022,0.5051
JEHU,174609,39.08,0.13726015,0.5087
FIVER,189960,35.83,0.13689229,0.4806
BAM,209083,32.51,0.13672162,0.4932
AIS,178712,38.03,0.13669334,0.5072
MAT,199289,34.09,0.13665823,0.4899
YEOW,178984,37.87,0.13634938,0.5023
TAXA,178813,37.85,0.13612372,0.4917
VOIP,246835,27.39,0.13600950,0.4652
VAV,305005,22.16,0.13592262,0.4735
PIC,204681,33.01,0.13591697,0.4796
WOVE,222674,30.35,0.13591269,0.4761
OHS,133550,50.57,0.13584875,0.5378
SOV,231105,29.21,0.13576710,0.4888
BOA,216299,31.20,0.13575564,0.4812
ARC,198700,33.96,0.13571078,0.4814
HUN,228321,29.54,0.13564825,0.4830
MEG,228389,29.52,0.13561305,0.4787
ORC,200476,33.61,0.13552719,0.4817
AWAY,185470,36.26,0.13528214,0.4976
ZING,155828,43.05,0.13491991,0.4971
MUG,220321,30.45,0.13491697,0.4870
APEX,142535,47.05,0.13488067,0.5278
CEL,211132,31.74,0.13476930,0.4858
DZHO,157968,42.40,0.13472601,0.5245
ZILA,142109,47.08,0.13457311,0.5161
TAM,200379,33.36,0.13445649,0.4888
MOP,200298,33.35,0.13437466,0.4935
UPS,131407,50.80,0.13426549,0.5417
OVA,300175,22.23,0.13418875,0.4714
ELM,199284,33.45,0.13407241,0.4959
PUH,205641,32.33,0.13374178,0.4904
GAY,216957,30.64,0.13369504,0.4878
FAZE,136653,48.62,0.13364876,0.5378
MAG,203903,32.50,0.13329737,0.4925
FAVE,220184,30.09,0.13327293,0.4780
YITIE,251874,26.30,0.13326287,0.4307
QINTAR,167559,39.51,0.13316411,0.4524
BIS,156099,42.41,0.13315711,0.5207
CID,218806,30.25,0.13312630,0.4820
EXIT,173898,37.98,0.13285380,0.4760
DOJO,201713,32.68,0.13258162,0.4909
ELS,139561,47.23,0.13256675,0.5335
NOS,156875,41.98,0.13246946,0.5168
FAS,159373,41.31,0.13243332,0.5216
RUT,222595,29.57,0.13237269,0.4806
THO,193762,33.93,0.13222669,0.4870
EVO,285619,23.01,0.13216623,0.4642
ZOLS,127890,51.34,0.13207734,0.5379
